SPNUMBER	TAXSTAT	SYNOF	SYNCAT	FAMILY	SPECIES	GENUS	SP1	AUTHOR1	RANK1	SP2	AUTHOR2	RANK2	SP3	AUTHOR3	RANK3	SP4	AUTHOR4	CITATION	YEAR	IUCN	COUNTRY
582	inv	535	het	Zamiaceae	Zamia parasitica	Zamia	parasitica	Poepp. ex Eichler										Fl. Bras. (Martius) 4(1): 414	1863		
830	acc	0		Zamiaceae	Zamia paucifoliolata	Zamia	paucifoliolata	Calonje										Phytotaxa 385(2): 85-93. 2018 [epublished 27 Dec 2018]	2018	[EN]	
533	acc	0		Zamiaceae	Zamia paucijuga	Zamia	paucijuga	Wieland										Amer. Foss. Cycads 2: 212, fig. 86	1916	NT	Mexico (Colima, Guerrero, Jalisco, Michoacán, Nayarit, Oaxaca)
534	syn	566	het	Zamiaceae	Zamia picta	Zamia	picta	Dyer										Biol. Cent.-Amer., Bot. 3: 194	1884		
535	acc	0		Zamiaceae	Zamia poeppigiana	Zamia	poeppigiana	Mart. & Eichler										Fl. Bras. (Martius) 4(1): 414-416, t. 109	1863	NT	Brazil (Acre), Peru (Amazonas, Huánuco, Loreto, Pasco, San Martin, Ucayali)
536	syn	539	het	Zamiaceae	Zamia polymorpha	Zamia	polymorpha	D.W.Stev., A.Moretti & Vázq.Torres										Delpinoa 37-38: 3-8, fig. 1 (199596 issued 1998)	1998		
537	acc	0		Zamiaceae	Zamia portoricensis	Zamia	portoricensis	Urb.										Symb. Antill. 1(2): 291	1899	EN	W Puerto Rico
538	dub	0		Zamiaceae	Zamia potemkinii	Zamia	potemkinii	Hort. ex Miq.										Verh. Kon. Ned. Akad. Wetensch., Afd. Natuurk. 2(4): 30	1869		
539	acc	0		Zamiaceae	Zamia prasina	Zamia	prasina	W.Bull										Retail List [Bull]: No. 176: 20	1881	[NT], List	Belize (Belize, Cayo, Orange Walk, Stann Creek, Toledo), Guatemala (Petén), Mexico (Campeche, Chiapas, Tabasco, Quintana Roo, Yucatán)
654	syn	449	het	Zamiaceae	Zamia princeps	Zamia	princeps	Rob.										The Garden 9: 559	1876		
48	inv	0		Zamiaceae	Zamia pseudomonticola	Zamia	pseudomonticola	L.D.Gómez										Phytologia 50(6): 401-404	1982	NT	Costa Rica (Puntarenas), Panama (Chiriquí)
540	acc	0		Zamiaceae	Zamia pseudomonticola	Zamia	pseudomonticola	L.D.Gómez ex D.W.Stev. & Sabato										Taxon 35(1): 141	1986	NT	Costa Rica (Puntarenas), Panama (Chiriquí)
541	acc	0		Zamiaceae	Zamia pseudoparasitica	Zamia	pseudoparasitica	J.Yates										Bot. Voy. Herald 6: 201-203, 253	1854	NT	Panama (Bocas del Toro, Coclé, Colón, Veraguas)
542	acc	0		Zamiaceae	Zamia pumila	Zamia	pumila	L.										Sp. Pl. ed. 2. 2: 1659	1763	NT	Cuba, Dominican Republic, Puerto Rico
819	syn	542	hom	Zamiaceae	Zamia pumila subsp. pumila	Zamia	pumila	L.	subsp.	pumila								J. Arnold Arbor. 61: 719	1981		
783	syn	545	hom	Zamiaceae	Zamia pumila subsp. pygmaea	Zamia	pumila	L.	subsp.	pygmaea	(Sims) Eckenw.							J. Arnold Arbor. 61: 719	1981		
543	syn	339	bas	Zamiaceae	Zamia pungens	Zamia	pungens	L.f.										Hort. Kew. (W. Aiton) 3: 478	1789		
544	acc	0		Zamiaceae	Zamia purpurea	Zamia	purpurea	Vovides, J.D.Rees & Vázq.Torres										Fl. Veracruz 26: 28-31, fig. 5	1983	CR	Mexico (Oaxaca, Veracruz)
545	acc	0		Zamiaceae	Zamia pygmaea	Zamia	pygmaea	Sims										Bot. Mag. 42: t.1741	1815	CR	Cuba (W Cuba, Isla de la Juventud)
784	syn	489	hom	Zamiaceae	Zamia pygmaea var. kickxii	Zamia	pygmaea	Sims	var.	kickxii	(Miq.) J.Schust.							in Engler, Pflanzenr. 99: 152-153	1932		
785	syn	531	hom	Zamiaceae	Zamia pygmaea var. ottonis	Zamia	pygmaea	Sims	var.	ottonis	(Miq.) J.Schust.							in Engler, Pflanzenr. 99: 153	1932		
786	syn	545	syn	Zamiaceae	Zamia pygmaea var. wrightii	Zamia	pygmaea	Sims	var.	wrightii	Miq.							Prodr. [A. P. de Candolle] 16(2): 543-544	1868		
546	acc	0		Zamiaceae	Zamia pyrophylla	Zamia	pyrophylla	Calonje, D.W.Stev. & A.Lindstr.										Brittonia 62(1): 80-85, figs. 1-2	2010	[CR]	Colombia (Chocó)
547	acc	0		Zamiaceae	Zamia restrepoi	Zamia	restrepoi	(D.W.Stev.) A.Lindstr.										Taxon 58(1): 268	2009	CR	Colombia (Córdoba)
548	acc	0		Zamiaceae	Zamia roezlii	Zamia	roezlii	Linden										Cat. General 90: 10	1873	NT	Colombia (Chocó, Nariño, Valle del Cauca), Ecuador (Esmeraldas, Imbabura)
549	acc	0		Zamiaceae	Zamia sandovalii	Zamia	sandovalii	C.Nelson										Ceiba 46(1): 41-42, figs. 1-10	2006	NT	Honduras (Atlántida)
550	syn	545	het	Zamiaceae	Zamia silicea	Zamia	silicea	Britton										Bull. Torrey Bot. Club 43: 462	1916		
551	syn	485	het	Zamiaceae	Zamia silvicola	Zamia	silvicola	Small										J. New York Bot. Gard. 27(318): 128, figs. 1,2	1926		
552	acc	0		Zamiaceae	Zamia skinneri	Zamia	skinneri	Warsz. ex A.Dietr.										Allg. Gartenzeitung 19: 146, fig. s.n.	1851	EN	Panama (Bocas del Toro)
553	acc	0		Zamiaceae	Zamia soconuscensis	Zamia	soconuscensis	Schutzman, Vovides & Dehgan										Bot. Gaz. 149(3): 347-351, figs. 1-3	1988	VU	Mexico (Chiapas)
554	acc	0		Zamiaceae	Zamia spartea	Zamia	spartea	A.DC.										Prodr. [A. P. de Candolle] 16(2): 539	1868	CR	Mexico (Oaxaca)
580	syn	423	bas	Zamiaceae	Zamia spiralis	Zamia	spiralis	Salisb.										Prodr. Stirp. Chap. Allerton : 401	1796		
555	acc	0		Zamiaceae	Zamia splendens	Zamia	splendens	Schutzman										Phytologia 55(5): 299-303	1984	EN	Mexico (Chiapas, Tabasco, Veracruz)
556	acc	0		Zamiaceae	Zamia standleyi	Zamia	standleyi	Schutzman										Syst. Bot. 14(2): 214-219, figs. 1-2	1989	VU	Guatemala (Izabal), Honduras (Atlántida, Colón, Cortés, Olancho, Santa Barbara, Yoro)
557	acc	0		Zamiaceae	Zamia stevensonii	Zamia	stevensonii	A.S.Taylor & Holzman										Bot. Rev. (Lancaster) 78(4): 335-344, figs. 1-4	2012	[CR]	Panama (Panamá)
558	acc	0		Zamiaceae	Zamia stricta	Zamia	stricta	Miq.										Nieuwe Verh. Eerste Kl. Kon. Ned. Inst. Wetensch. Amsterdam 3(4): 183	1851	VU	Cuba (Oriente)
559	syn	502	het	Zamiaceae	Zamia sylvatica	Zamia	sylvatica	Chamb.										Bot. Gaz. 81(2): 223, 225, fig. 4	1926		
729	?	0		Zamiaceae	Zamia tenuifolia	Zamia	tenuifolia	W.Bull										Retail List [Bull] No. 72: 8	1872		
560	syn	485	het	Zamiaceae	Zamia tenuis	Zamia	tenuis	Willd.										Sp. Pl., ed. 4 [Willdenow] 4(2): 846	1806		
561	acc	0		Zamiaceae	Zamia tolimensis	Zamia	tolimensis	Calonje, H.E.Esquivel & D.W.Stev.										Brittonia 63(4): 442-451 , figs. 1-2	2011	[CR]	Colombia (Tolima)
581	syn	229	bas	Zamiaceae	Zamia tonkinensis	Zamia	tonkinensis	L.Linden & Rodigas										Ill. Hort. 32: 27, pl. 547	1885		
587	dub	573	syn	Zamiaceae	Zamia tridentata	Zamia	tridentata	Willd.										Sp. Pl., ed. 4 [Willdenow] 4(2): 845-846	1806		
562	acc	0		Zamiaceae	Zamia tuerckheimii	Zamia	tuerckheimii	Donn.Sm.										Bot. Gaz. 35(1): 8, pl. 1	1903	NT	Guatemala (Alta Verapaz)
563	acc	0		Zamiaceae	Zamia ulei	Zamia	ulei	Dammer										Verh. Bot. Vereins Prov. Brandenburg 48: 117-118	1907	NT	Bolivia (Pando), Brazil (Acre, Amazonas, Rondônia), Colombia (Amazonas, Caquetá, Guainía, Putumayo, Vaupés), Ecuador (Napo, Pastaza, Sucumbíos), Peru (Loreto, Madre de Dios, Ucayali)
652	syn	496	hom	Zamiaceae	Zamia ulei subsp. lecointei	Zamia	ulei	Dammer	subsp.	lecointei	(Ducke) Ducke							Arch. Jard. Bot. Rio de Janeiro 3: 19	1922		
721	syn	563	hom	Zamiaceae	Zamia ulei subsp. ulei	Zamia	ulei	Dammer	subsp.	ulei								Arch. Jard. Bot. Rio de Janeiro 3: 19	1922		
564	syn	485	het	Zamiaceae	Zamia umbrosa	Zamia	umbrosa	Small										J. New York Bot. Gard. 22: 136, in adnot.	1921		
565	acc	0		Zamiaceae	Zamia urep	Zamia	urep	B.Walln.										Linzer Biol. Beitr. 28(2): 1056	1996	CR	Peru (Huánuco)
566	acc	0		Zamiaceae	Zamia variegata	Zamia	variegata	Warsz.										Allg. Gartenzeitung 32: 252-253	1845	EN	Belize (Toledo), Guatemala (Alta Verapaz, Izabal), Mexico (Chiapas)
567	acc	0		Zamiaceae	Zamia vazquezii	Zamia	vazquezii	D.W.Stev., Sabato & De Luca										Delpinoa 37-38: 9-17 , figs. 1-4 (199596 issued 1998)	1998	CR	Mexico (Veracruz)
568	syn	272	het	Zamiaceae	Zamia vernicosa	Zamia	vernicosa	Mast.										Gard. Chron. 25(14): 349	1868		
569	dub	0		Zamiaceae	Zamia verschaffeltii	Zamia	verschaffeltii	Miq.										Verh. Kon. Ned. Akad. Wetensch., Afd. Natuurk. 2(4): 31-32	1869		
8	acc	0		Zamiaceae	Zamia wallisii	Zamia	wallisii	Braun										Monatsber. Königl. Preuss. Akad. Wiss. Berlin: 376	1875	CR	Colombia (Antioquia)
1	syn	443	hom	Zamiaceae	Zamia wielandii	Zamia	wielandii	J.Schust.										in Engler, Pflanzenr. 99: 149	1932		
13	syn	441	het	Zamiaceae	Zamia yatesii	Zamia	yatesii	Miq.										Nieuwe Verh. Eerste Kl. Kon. Ned. Inst. Wetensch. Amsterdam 3(4): 182	1851		
